temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,disease,severity,is_diseased
27.2,80.1,78.1,5.7,6,Apple,Ranchi,Jharkhand,23.34,85.31,1,3,Apple___Black_rot,80.8,1
25.4,61.0,11.8,3.9,11,Peach,Jodhpur,Rajasthan,26.29,73.01,2,0,Peach___healthy,0.0,0
30.4,86.4,45.8,8.3,6,Peach,Bhopal,Madhya Pradesh,23.25,77.41,4,2,Peach___Bacterial_spot,46.9,1
24.1,72.6,15.2,13.2,11,Corn,Aurangabad,Maharashtra,19.87,75.34,2,0,Corn_(maize)___Common_rust_,63.4,1
32.7,50.4,7.9,6.8,4,Tomato,Jodhpur,Rajasthan,26.29,73.01,4,5,Tomato___Tomato_Yellow_Leaf_Curl_Virus,63.4,1
31.0,66.6,9.9,6.7,4,Squash,Ludhiana,Punjab,30.9,75.85,1,1,Squash___Powdery_mildew,67.5,1
32.4,70.4,8.8,2.4,3,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,1,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,94.1,1
30.4,70.5,4.6,4.9,3,Grape,Ahmedabad,Gujarat,23.02,72.57,5,3,Grape___Black_rot,68.9,1
27.4,80.7,41.8,2.3,9,Tomato,Nashik,Maharashtra,19.99,73.79,1,5,Tomato___Leaf_Mold,57.2,1
14.0,67.1,175.6,0.5,7,Squash,Amritsar,Punjab,31.63,74.87,2,3,Squash___Powdery_mildew,39.1,1
16.4,65.4,10.9,6.6,11,Tomato,Jalandhar,Punjab,31.32,75.57,3,0,Tomato___Leaf_Mold,42.1,1
16.9,76.3,7.9,6.5,2,Peach,Pune,Maharashtra,18.52,73.85,3,1,Peach___healthy,0.0,0
24.2,71.9,5.1,13.0,2,Grape,Nagpur,Maharashtra,21.14,79.08,5,0,Grape___healthy,0.0,0
18.5,76.8,8.7,3.9,4,Potato,Dharamsala,Himachal Pradesh,32.21,76.32,3,0,Potato___Early_blight,64.5,1
21.0,70.9,74.9,11.3,9,Apple,Jalandhar,Punjab,31.32,75.57,1,0,Apple___Black_rot,81.7,1
32.5,63.8,18.3,8.6,4,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,2,1,Tomato___Spider_mites Two-spotted_spider_mite,50.7,1
23.0,93.9,237.4,5.5,7,Potato,Indore,Madhya Pradesh,22.71,75.85,3,2,Potato___Early_blight,51.7,1
21.3,75.4,5.8,12.1,2,Apple,Bangalore,Karnataka,12.97,77.59,0,3,Apple___healthy,0.0,0
37.5,71.8,9.3,7.4,4,Potato,Lucknow,Uttar Pradesh,26.85,80.94,7,1,Potato___Early_blight,40.6,1
30.4,70.1,115.3,5.5,6,Tomato,Agra,Uttar Pradesh,27.17,78.01,0,1,Tomato___Late_blight,71.6,1
25.5,73.3,8.0,6.8,11,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,7,0,Tomato___Late_blight,55.1,1
20.8,85.8,109.4,9.6,7,Grape,Ranchi,Jharkhand,23.34,85.31,0,2,Grape___Esca_(Black_Measles),61.4,1
18.1,70.8,6.5,7.8,1,Cherry,Bhopal,Madhya Pradesh,23.25,77.41,0,1,Cherry_(including_sour)___healthy,0.0,0
19.6,76.0,3.3,6.9,1,Squash,Akola,Maharashtra,20.7,77.0,3,1,Squash___Powdery_mildew,52.5,1
20.9,72.7,10.9,10.8,11,Pepper,Jabalpur,Madhya Pradesh,23.18,79.94,0,1,"Pepper,_bell___healthy",0.0,0
26.8,74.7,35.0,5.8,10,Grape,Agra,Uttar Pradesh,27.17,78.01,5,0,Grape___healthy,0.0,0
27.3,78.4,82.5,10.5,6,Potato,Agra,Uttar Pradesh,27.17,78.01,3,2,Potato___healthy,0.0,0
31.0,70.6,12.0,3.4,4,Soybean,Hyderabad,Telangana,17.38,78.47,3,0,Soybean___healthy,0.0,0
8.2,84.8,14.7,10.9,11,Tomato,Dharamsala,Himachal Pradesh,32.21,76.32,4,0,Tomato___Spider_mites Two-spotted_spider_mite,39.7,1
34.9,78.6,9.0,2.7,3,Tomato,Chennai,Tamil Nadu,13.08,80.27,7,2,Tomato___Spider_mites Two-spotted_spider_mite,38.3,1
26.5,62.5,156.2,4.9,7,Corn,Jaipur,Rajasthan,26.91,75.79,5,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,62.2,1
27.7,69.3,74.3,8.7,6,Tomato,Ludhiana,Punjab,30.9,75.85,2,0,Tomato___Leaf_Mold,55.8,1
20.3,80.1,52.3,11.9,6,Tomato,Nashik,Maharashtra,19.99,73.79,3,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,59.3,1
31.6,57.0,67.1,7.1,6,Apple,Jodhpur,Rajasthan,26.29,73.01,3,1,Apple___Cedar_apple_rust,46.9,1
25.2,80.0,8.8,2.1,11,Wheat,Patna,Bihar,25.59,85.13,4,1,Wheat___Leaf_rust,62.6,1
24.4,72.0,12.0,8.5,11,Squash,Ranchi,Jharkhand,23.34,85.31,0,0,Squash___Powdery_mildew,41.6,1
24.1,70.9,7.6,4.0,3,Strawberry,Varanasi,Uttar Pradesh,25.31,82.97,4,1,Strawberry___healthy,0.0,0
6.8,90.3,9.9,12.8,11,Potato,Shimla,Himachal Pradesh,31.1,77.17,0,1,Potato___Late_blight,92.2,1
42.0,88.7,18.3,9.6,5,Tomato,Kolkata,West Bengal,22.57,88.36,5,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,66.5,1
23.1,73.7,4.0,5.8,1,Raspberry,Nashik,Maharashtra,19.99,73.79,1,1,Raspberry___healthy,0.0,0
31.0,78.9,8.4,11.9,3,Apple,Burdwan,West Bengal,23.23,87.85,0,0,Apple___Apple_scab,54.4,1
18.1,78.6,93.2,12.5,8,Squash,Jalandhar,Punjab,31.32,75.57,0,1,Squash___Powdery_mildew,49.7,1
38.5,76.5,9.2,8.4,5,Orange,Patna,Bihar,25.59,85.13,7,0,Orange___Haunglongbing_(Citrus_greening),72.0,1
19.8,62.8,38.5,3.2,10,Corn,Ludhiana,Punjab,30.9,75.85,7,1,Corn_(maize)___healthy,0.0,0
30.9,76.9,88.2,7.2,6,Tomato,Aurangabad,Maharashtra,19.87,75.34,4,1,Tomato___healthy,0.0,0
20.8,65.5,12.3,5.5,11,Tomato,Agra,Uttar Pradesh,27.17,78.01,4,3,Tomato___Late_blight,64.3,1
21.5,76.3,12.7,11.4,11,Potato,Bangalore,Karnataka,12.97,77.59,6,1,Potato___healthy,0.0,0
19.5,73.6,5.9,6.9,2,Potato,Varanasi,Uttar Pradesh,25.31,82.97,1,4,Potato___healthy,0.0,0
28.4,88.8,110.0,11.6,8,Tomato,Patna,Bihar,25.59,85.13,0,0,Tomato___Target_Spot,67.2,1
27.6,83.4,148.5,7.9,7,Tomato,Hyderabad,Telangana,17.38,78.47,3,1,Tomato___Early_blight,41.6,1
29.5,83.2,53.0,2.2,6,Tomato,Gaya,Bihar,24.79,84.99,7,2,Tomato___Septoria_leaf_spot,30.4,1
30.1,73.0,217.7,13.2,8,Tomato,Nagpur,Maharashtra,21.14,79.08,2,0,Tomato___Leaf_Mold,56.3,1
17.5,78.8,6.4,14.0,12,Wheat,Mysore,Karnataka,12.29,76.64,5,2,Wheat___Leaf_rust,57.3,1
17.7,78.6,5.7,7.1,2,Raspberry,Pune,Maharashtra,18.52,73.85,5,2,Raspberry___healthy,0.0,0
23.8,73.3,6.7,7.3,2,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,1,0,Tomato___Tomato_mosaic_virus,77.2,1
26.9,82.0,11.7,8.3,11,Grape,Amravati,Maharashtra,20.93,77.75,3,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),52.5,1
25.7,87.2,90.9,15.3,6,Orange,Burdwan,West Bengal,23.23,87.85,2,2,Orange___Haunglongbing_(Citrus_greening),89.1,1
28.7,72.6,104.6,6.0,6,Strawberry,Pune,Maharashtra,18.52,73.85,2,1,Strawberry___healthy,0.0,0
26.6,90.0,53.5,12.3,6,Cherry,Ranchi,Jharkhand,23.34,85.31,2,3,Cherry_(including_sour)___Powdery_mildew,34.4,1
13.0,83.7,158.5,10.7,7,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,0,0,Apple___Apple_scab,67.7,1
25.0,75.2,8.2,7.2,11,Apple,Coimbatore,Tamil Nadu,11.01,76.96,3,3,Apple___healthy,0.0,0
20.5,71.5,156.2,16.4,7,Apple,Amritsar,Punjab,31.63,74.87,0,4,Apple___Black_rot,69.2,1
29.1,78.5,99.9,0.0,7,Grape,Nagpur,Maharashtra,21.14,79.08,3,4,Grape___Esca_(Black_Measles),73.0,1
25.0,89.3,134.9,0.0,7,Squash,Gaya,Bihar,24.79,84.99,0,0,Squash___Powdery_mildew,37.6,1
36.5,85.0,20.5,8.6,5,Tomato,Chennai,Tamil Nadu,13.08,80.27,0,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,75.8,1
33.5,68.3,20.0,7.4,5,Tomato,Bhopal,Madhya Pradesh,23.25,77.41,3,0,Tomato___Septoria_leaf_spot,62.9,1
32.2,64.5,8.9,11.9,3,Potato,Aurangabad,Maharashtra,19.87,75.34,6,3,Potato___Early_blight,29.8,1
26.5,87.3,14.1,7.5,10,Tomato,Kolkata,West Bengal,22.57,88.36,1,1,Tomato___Septoria_leaf_spot,54.0,1
21.5,78.2,3.0,8.2,2,Potato,Gaya,Bihar,24.79,84.99,1,2,Potato___healthy,0.0,0
31.2,77.7,163.6,3.4,7,Tomato,Akola,Maharashtra,20.7,77.0,4,1,Tomato___Target_Spot,49.2,1
24.7,63.5,12.6,15.9,11,Corn,Jaipur,Rajasthan,26.91,75.79,1,1,Corn_(maize)___healthy,0.0,0
16.9,86.7,121.2,2.8,6,Tomato,Shimla,Himachal Pradesh,31.1,77.17,2,0,Tomato___Early_blight,71.3,1
31.5,63.8,19.2,14.8,5,Strawberry,Amritsar,Punjab,31.63,74.87,0,0,Strawberry___Leaf_scorch,55.8,1
17.2,68.4,5.2,5.0,2,Raspberry,Amritsar,Punjab,31.63,74.87,5,1,Raspberry___healthy,0.0,0
29.2,86.4,84.9,6.0,6,Pepper,Jabalpur,Madhya Pradesh,23.18,79.94,5,3,"Pepper,_bell___Bacterial_spot",42.7,1
31.4,55.8,94.5,18.2,6,Peach,Jaipur,Rajasthan,26.91,75.79,1,0,Peach___Bacterial_spot,61.8,1
22.6,84.1,11.9,8.2,11,Peach,Burdwan,West Bengal,23.23,87.85,6,0,Peach___Bacterial_spot,41.6,1
20.8,77.9,5.3,15.4,12,Cherry,Jabalpur,Madhya Pradesh,23.18,79.94,0,0,Cherry_(including_sour)___healthy,0.0,0
22.6,78.2,3.2,9.6,12,Tomato,Mysore,Karnataka,12.29,76.64,3,1,Tomato___Septoria_leaf_spot,55.3,1
19.6,83.1,7.6,10.1,5,Tomato,Shimla,Himachal Pradesh,31.1,77.17,0,5,Tomato___Septoria_leaf_spot,39.9,1
27.8,87.4,63.2,3.3,6,Tomato,Mysore,Karnataka,12.29,76.64,0,0,Tomato___Leaf_Mold,51.6,1
29.9,85.9,17.2,1.7,6,Corn,Surat,Gujarat,21.17,72.83,6,0,Corn_(maize)___Northern_Leaf_Blight,47.1,1
25.8,84.7,125.5,6.1,7,Tomato,Amravati,Maharashtra,20.93,77.75,5,3,Tomato___Target_Spot,45.9,1
26.3,79.8,80.2,7.8,6,Strawberry,Indore,Madhya Pradesh,22.71,75.85,3,2,Strawberry___healthy,0.0,0
29.9,83.4,81.9,7.8,6,Pepper,Coimbatore,Tamil Nadu,11.01,76.96,1,0,"Pepper,_bell___Bacterial_spot",58.3,1
28.3,83.0,80.0,8.7,6,Grape,Lucknow,Uttar Pradesh,26.85,80.94,1,0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),65.8,1
23.7,66.6,20.1,8.2,10,Tomato,Ahmedabad,Gujarat,23.02,72.57,2,1,Tomato___Tomato_mosaic_virus,84.4,1
22.2,74.2,4.5,4.5,12,Strawberry,Ranchi,Jharkhand,23.34,85.31,4,0,Strawberry___healthy,0.0,0
30.9,73.6,17.8,5.0,4,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,1,0,Tomato___healthy,0.0,0
19.5,76.3,3.9,8.5,2,Potato,Indore,Madhya Pradesh,22.71,75.85,9,1,Potato___healthy,0.0,0
25.5,77.1,109.3,7.7,7,Tomato,Mysore,Karnataka,12.29,76.64,1,1,Tomato___Target_Spot,71.2,1
29.2,66.7,21.9,4.6,10,Peach,Aurangabad,Maharashtra,19.87,75.34,3,1,Peach___healthy,0.0,0
29.8,79.9,106.7,11.8,9,Tomato,Pune,Maharashtra,18.52,73.85,1,1,Tomato___Spider_mites Two-spotted_spider_mite,49.3,1
27.4,83.2,86.7,7.6,8,Peach,Warangal,Telangana,17.97,79.59,2,0,Peach___Bacterial_spot,42.9,1
22.4,73.8,5.0,7.4,1,Cherry,Nashik,Maharashtra,19.99,73.79,3,1,Cherry_(including_sour)___healthy,0.0,0
24.3,79.9,76.8,1.2,6,Corn,Ranchi,Jharkhand,23.34,85.31,6,0,Corn_(maize)___Common_rust_,61.3,1
27.9,78.4,5.1,4.7,3,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,5,0,Tomato___Leaf_Mold,47.9,1
28.0,69.1,121.2,5.8,6,Grape,Nagpur,Maharashtra,21.14,79.08,3,0,Grape___healthy,0.0,0
20.0,75.8,4.9,2.4,12,Raspberry,Bhopal,Madhya Pradesh,23.25,77.41,3,4,Raspberry___healthy,0.0,0
19.9,80.6,5.2,8.2,2,Tomato,Nashik,Maharashtra,19.99,73.79,1,1,Tomato___Tomato_mosaic_virus,74.8,1
29.1,89.9,119.9,1.6,7,Pepper,Varanasi,Uttar Pradesh,25.31,82.97,7,0,"Pepper,_bell___Bacterial_spot",36.0,1
31.4,70.9,11.2,5.5,3,Squash,Nagpur,Maharashtra,21.14,79.08,7,0,Squash___Powdery_mildew,26.2,1
26.4,73.6,4.8,10.3,3,Apple,Bangalore,Karnataka,12.97,77.59,6,0,Apple___Cedar_apple_rust,33.7,1
19.1,76.9,6.5,14.3,2,Blueberry,Patna,Bihar,25.59,85.13,6,3,Blueberry___healthy,0.0,0
13.7,70.8,8.3,7.1,1,Peach,Bangalore,Karnataka,12.97,77.59,0,1,Peach___healthy,0.0,0
23.3,80.9,24.6,10.5,10,Tomato,Burdwan,West Bengal,23.23,87.85,4,0,Tomato___Leaf_Mold,34.7,1
27.3,83.6,32.8,20.3,10,Tomato,Surat,Gujarat,21.17,72.83,2,0,Tomato___Late_blight,92.0,1
25.3,81.2,69.8,15.6,6,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,4,0,Tomato___Septoria_leaf_spot,48.4,1
21.5,75.4,122.8,3.3,8,Tomato,Pune,Maharashtra,18.52,73.85,0,1,Tomato___Early_blight,76.1,1
36.5,75.3,8.9,3.9,4,Tomato,Surat,Gujarat,21.17,72.83,8,0,Tomato___Target_Spot,17.6,1
36.2,83.3,74.8,6.4,6,Orange,Warangal,Telangana,17.97,79.59,4,2,Orange___Haunglongbing_(Citrus_greening),74.1,1
13.8,70.8,5.2,5.3,12,Strawberry,Ranchi,Jharkhand,23.34,85.31,3,0,Strawberry___healthy,0.0,0
10.2,68.8,5.8,3.3,1,Potato,Amritsar,Punjab,31.63,74.87,1,1,Potato___Early_blight,54.6,1
29.6,62.0,15.3,4.7,5,Apple,Amritsar,Punjab,31.63,74.87,1,0,Apple___Apple_scab,65.7,1
29.4,54.1,28.5,6.8,10,Potato,Ludhiana,Punjab,30.9,75.85,1,0,Potato___Late_blight,91.6,1
30.9,86.1,9.6,6.0,4,Tomato,Burdwan,West Bengal,23.23,87.85,5,5,Tomato___Spider_mites Two-spotted_spider_mite,47.5,1
24.7,69.2,4.9,11.0,4,Corn,Ranchi,Jharkhand,23.34,85.31,4,3,Corn_(maize)___healthy,0.0,0
25.8,63.2,102.8,9.0,8,Potato,Jodhpur,Rajasthan,26.29,73.01,2,0,Potato___Early_blight,63.6,1
19.1,74.5,5.8,15.3,2,Soybean,Mysore,Karnataka,12.29,76.64,10,0,Soybean___healthy,0.0,0
27.1,78.4,32.3,12.0,10,Strawberry,Nagpur,Maharashtra,21.14,79.08,2,4,Strawberry___healthy,0.0,0
19.9,67.3,119.3,9.7,7,Tomato,Amritsar,Punjab,31.63,74.87,10,2,Tomato___Septoria_leaf_spot,27.3,1
30.7,83.6,99.9,6.7,9,Squash,Akola,Maharashtra,20.7,77.0,9,2,Squash___Powdery_mildew,26.9,1
14.5,78.7,134.3,3.1,7,Tomato,Jalandhar,Punjab,31.32,75.57,2,4,Tomato___Leaf_Mold,63.7,1
19.9,73.0,29.0,3.5,10,Strawberry,Ranchi,Jharkhand,23.34,85.31,4,3,Strawberry___healthy,0.0,0
25.9,77.0,3.8,9.4,12,Orange,Nagpur,Maharashtra,21.14,79.08,4,1,Orange___Haunglongbing_(Citrus_greening),82.4,1
19.6,88.4,7.2,11.7,11,Tomato,Patna,Bihar,25.59,85.13,1,0,Tomato___Bacterial_spot,53.0,1
28.2,60.7,69.8,8.5,9,Apple,Jodhpur,Rajasthan,26.29,73.01,4,0,Apple___Black_rot,70.4,1
35.6,74.0,13.0,3.6,5,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,1,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,76.0,1
25.4,69.0,5.6,9.0,12,Cherry,Hyderabad,Telangana,17.38,78.47,1,1,Cherry_(including_sour)___healthy,0.0,0
27.8,74.7,4.1,11.1,3,Raspberry,Ranchi,Jharkhand,23.34,85.31,5,0,Raspberry___healthy,0.0,0
23.9,79.6,4.8,14.3,1,Corn,Warangal,Telangana,17.97,79.59,1,0,Corn_(maize)___Common_rust_,75.2,1
27.6,79.8,78.5,6.8,7,Corn,Gaya,Bihar,24.79,84.99,0,2,Corn_(maize)___Common_rust_,77.4,1
29.2,81.5,139.5,8.6,6,Tomato,Patna,Bihar,25.59,85.13,1,4,Tomato___Leaf_Mold,58.1,1
20.5,61.9,4.5,13.2,1,Blueberry,Jalandhar,Punjab,31.32,75.57,1,0,Blueberry___healthy,0.0,0
24.1,76.1,38.9,9.7,7,Potato,Varanasi,Uttar Pradesh,25.31,82.97,2,0,Potato___healthy,0.0,0
14.2,73.5,5.1,1.0,12,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,1,5,Tomato___Spider_mites Two-spotted_spider_mite,43.1,1
27.1,75.7,47.8,7.4,8,Corn,Agra,Uttar Pradesh,27.17,78.01,1,2,Corn_(maize)___Common_rust_,63.2,1
30.9,76.2,7.9,8.8,3,Tomato,Mysore,Karnataka,12.29,76.64,2,0,Tomato___Tomato_mosaic_virus,63.1,1
28.0,73.6,78.1,8.5,6,Tomato,Ludhiana,Punjab,30.9,75.85,4,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,65.9,1
21.2,76.7,3.5,2.7,12,Raspberry,Lucknow,Uttar Pradesh,26.85,80.94,1,1,Raspberry___healthy,0.0,0
30.2,80.9,8.8,0.0,4,Tomato,Bangalore,Karnataka,12.97,77.59,3,1,Tomato___Spider_mites Two-spotted_spider_mite,41.5,1
23.1,75.0,99.4,10.8,9,Peach,Bangalore,Karnataka,12.97,77.59,8,3,Peach___healthy,0.0,0
38.3,62.9,15.4,6.9,5,Apple,Solapur,Maharashtra,17.66,75.9,6,4,Apple___Cedar_apple_rust,44.9,1
29.2,65.1,10.4,9.8,4,Tomato,Jalandhar,Punjab,31.32,75.57,0,0,Tomato___Spider_mites Two-spotted_spider_mite,61.7,1
29.5,74.1,119.6,8.6,6,Peach,Nashik,Maharashtra,19.99,73.79,0,0,Peach___Bacterial_spot,74.5,1
28.2,82.8,70.2,9.1,9,Peach,Bhopal,Madhya Pradesh,23.25,77.41,0,5,Peach___Bacterial_spot,75.2,1
16.6,69.0,4.7,8.4,1,Wheat,Bhopal,Madhya Pradesh,23.25,77.41,0,5,Wheat___Leaf_rust,70.2,1
25.8,77.4,105.1,3.3,8,Tomato,Mysore,Karnataka,12.29,76.64,1,1,Tomato___Leaf_Mold,57.4,1
41.3,68.8,14.5,7.9,5,Grape,Warangal,Telangana,17.97,79.59,4,0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),49.1,1
24.2,78.2,17.9,7.4,5,Apple,Shimla,Himachal Pradesh,31.1,77.17,1,0,Apple___Black_rot,80.3,1
23.4,68.8,5.2,4.6,2,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,1,2,Tomato___healthy,0.0,0
31.5,71.4,16.6,7.8,4,Soybean,Nashik,Maharashtra,19.99,73.79,5,1,Soybean___healthy,0.0,0
19.8,71.0,3.8,12.0,1,Grape,Varanasi,Uttar Pradesh,25.31,82.97,3,2,Grape___healthy,0.0,0
24.4,77.6,4.2,0.6,2,Potato,Coimbatore,Tamil Nadu,11.01,76.96,6,0,Potato___healthy,0.0,0
32.9,64.1,79.5,11.5,6,Corn,Jodhpur,Rajasthan,26.29,73.01,1,3,Corn_(maize)___Northern_Leaf_Blight,60.3,1
37.4,70.4,10.6,9.9,5,Apple,Nagpur,Maharashtra,21.14,79.08,0,3,Apple___Black_rot,88.5,1
19.3,68.1,8.3,12.5,1,Orange,Hyderabad,Telangana,17.38,78.47,1,1,Orange___Haunglongbing_(Citrus_greening),94.0,1
26.9,72.1,47.9,10.2,9,Corn,Agra,Uttar Pradesh,27.17,78.01,1,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,70.1,1
24.0,69.7,4.8,10.8,2,Pepper,Agra,Uttar Pradesh,27.17,78.01,1,3,"Pepper,_bell___healthy",0.0,0
29.8,88.8,124.5,3.8,8,Tomato,Hyderabad,Telangana,17.38,78.47,3,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,65.4,1
22.0,70.8,8.4,10.0,11,Corn,Nashik,Maharashtra,19.99,73.79,4,2,Corn_(maize)___Northern_Leaf_Blight,76.1,1
28.3,85.1,53.5,11.7,6,Tomato,Akola,Maharashtra,20.7,77.0,0,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,66.8,1
24.9,74.6,4.4,7.2,3,Apple,Bangalore,Karnataka,12.97,77.59,7,0,Apple___Apple_scab,44.0,1
27.1,74.4,6.8,6.1,2,Corn,Mysore,Karnataka,12.29,76.64,3,0,Corn_(maize)___Northern_Leaf_Blight,45.8,1
25.0,75.4,4.7,3.0,12,Tomato,Warangal,Telangana,17.97,79.59,1,4,Tomato___Early_blight,69.9,1
32.0,65.8,109.0,15.7,8,Pepper,Jodhpur,Rajasthan,26.29,73.01,2,0,"Pepper,_bell___Bacterial_spot",56.3,1
14.8,69.6,10.5,9.2,11,Tomato,Amritsar,Punjab,31.63,74.87,5,2,Tomato___Late_blight,65.7,1
17.1,81.6,4.4,6.0,1,Orange,Gaya,Bihar,24.79,84.99,4,2,Orange___Haunglongbing_(Citrus_greening),73.0,1
35.5,57.2,10.0,6.3,4,Apple,Jaipur,Rajasthan,26.91,75.79,5,1,Apple___Cedar_apple_rust,42.9,1
25.9,73.2,3.9,15.8,2,Corn,Bhopal,Madhya Pradesh,23.25,77.41,7,0,Corn_(maize)___healthy,0.0,0
29.3,64.8,4.0,5.4,3,Potato,Ahmedabad,Gujarat,23.02,72.57,1,0,Potato___Early_blight,45.2,1
25.2,77.6,38.6,5.5,10,Cherry,Chennai,Tamil Nadu,13.08,80.27,5,3,Cherry_(including_sour)___healthy,0.0,0
22.8,78.5,123.8,8.1,8,Orange,Indore,Madhya Pradesh,22.71,75.85,0,0,Orange___Haunglongbing_(Citrus_greening),75.1,1
35.5,66.1,20.8,0.7,5,Squash,Ludhiana,Punjab,30.9,75.85,1,0,Squash___Powdery_mildew,47.8,1
18.6,77.0,2.6,5.5,12,Peach,Pune,Maharashtra,18.52,73.85,0,5,Peach___Bacterial_spot,51.0,1
33.5,79.3,133.8,4.8,7,Corn,Akola,Maharashtra,20.7,77.0,6,0,Corn_(maize)___Northern_Leaf_Blight,57.0,1
33.0,61.4,21.6,10.6,10,Wheat,Jodhpur,Rajasthan,26.29,73.01,3,5,Wheat___Leaf_rust,66.1,1
37.6,73.6,12.9,4.0,4,Apple,Hyderabad,Telangana,17.38,78.47,8,4,Apple___Cedar_apple_rust,35.1,1
31.0,78.1,72.1,2.5,9,Pepper,Hyderabad,Telangana,17.38,78.47,5,0,"Pepper,_bell___Bacterial_spot",57.1,1
38.5,56.9,15.8,4.6,4,Tomato,Solapur,Maharashtra,17.66,75.9,1,1,Tomato___Target_Spot,64.5,1
30.8,78.8,64.1,11.9,6,Tomato,Indore,Madhya Pradesh,22.71,75.85,3,0,Tomato___Septoria_leaf_spot,61.2,1
26.5,83.1,69.7,12.7,8,Tomato,Warangal,Telangana,17.97,79.59,1,2,Tomato___Leaf_Mold,41.1,1
26.1,73.9,3.4,1.4,1,Corn,Hyderabad,Telangana,17.38,78.47,4,1,Corn_(maize)___healthy,0.0,0
31.1,76.0,63.5,8.5,9,Grape,Hyderabad,Telangana,17.38,78.47,4,0,Grape___healthy,0.0,0
31.6,74.2,22.8,4.2,10,Tomato,Akola,Maharashtra,20.7,77.0,1,5,Tomato___healthy,0.0,0
22.3,78.8,111.2,13.7,7,Corn,Jabalpur,Madhya Pradesh,23.18,79.94,5,5,Corn_(maize)___Northern_Leaf_Blight,54.9,1
30.2,94.8,97.3,7.2,8,Tomato,Chennai,Tamil Nadu,13.08,80.27,6,4,Tomato___Septoria_leaf_spot,37.0,1
12.3,66.2,6.0,8.8,1,Raspberry,Agra,Uttar Pradesh,27.17,78.01,1,3,Raspberry___healthy,0.0,0
25.7,80.3,66.3,5.4,9,Corn,Nashik,Maharashtra,19.99,73.79,4,1,Corn_(maize)___Northern_Leaf_Blight,56.9,1
26.8,75.3,6.5,4.8,3,Apple,Bangalore,Karnataka,12.97,77.59,3,0,Apple___Apple_scab,63.6,1
18.3,67.3,5.5,4.9,1,Cherry,Nagpur,Maharashtra,21.14,79.08,9,2,Cherry_(including_sour)___healthy,0.0,0
29.0,96.1,80.0,4.3,9,Tomato,Gaya,Bihar,24.79,84.99,3,0,Tomato___Early_blight,54.0,1
16.0,72.5,5.6,5.3,12,Soybean,Jalandhar,Punjab,31.32,75.57,6,0,Soybean___healthy,0.0,0
20.4,70.1,4.6,10.4,2,Apple,Indore,Madhya Pradesh,22.71,75.85,1,0,Apple___Cedar_apple_rust,52.1,1
25.5,93.5,40.2,0.1,9,Tomato,Kolkata,West Bengal,22.57,88.36,0,3,Tomato___Septoria_leaf_spot,67.3,1
24.2,74.6,76.5,6.3,8,Corn,Bhopal,Madhya Pradesh,23.25,77.41,1,3,Corn_(maize)___healthy,0.0,0
31.2,92.4,61.8,7.1,6,Pepper,Kolkata,West Bengal,22.57,88.36,0,1,"Pepper,_bell___Bacterial_spot",54.7,1
27.5,73.5,28.2,7.2,10,Tomato,Indore,Madhya Pradesh,22.71,75.85,3,0,Tomato___Leaf_Mold,67.9,1
29.5,72.0,118.3,2.5,9,Grape,Agra,Uttar Pradesh,27.17,78.01,1,1,Grape___healthy,0.0,0
18.5,67.9,30.8,3.5,10,Tomato,Ludhiana,Punjab,30.9,75.85,9,3,Tomato___Leaf_Mold,32.3,1
25.3,89.2,75.8,15.7,6,Tomato,Bangalore,Karnataka,12.97,77.59,3,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,66.7,1
28.5,71.0,26.3,10.6,10,Blueberry,Nagpur,Maharashtra,21.14,79.08,2,0,Blueberry___healthy,0.0,0
20.9,80.4,4.8,8.9,12,Tomato,Surat,Gujarat,21.17,72.83,8,0,Tomato___Spider_mites Two-spotted_spider_mite,41.9,1
20.2,70.2,13.2,9.4,11,Orange,Ludhiana,Punjab,30.9,75.85,2,0,Orange___Haunglongbing_(Citrus_greening),82.3,1
